stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
4928,0215,Перинатальний центр (0215),вул. Дж. Вашингтона 5А,49.816146,24.069323
4929,0373,Бузкова (0373),вул. Зелена 186,49.813609,24.060053
4930,0374,Фрезерний завод (0374),вул. Зелена 200,49.812121,24.060740
4932,0371,Фрезерний завод (0371),вул. Зелена 149,49.811345,24.061158
4933,0370,Бузкова (0370),вул. Зелена 147,49.813619,24.060375
4934,0210,АС6 (0210),"вул. Личаківська, 132",49.835855,24.070804
4935,0198,Богданівська (0198),вул. Богданівська 2,49.840480,24.085695
4936,0202,Старознесенська (0202),"вул. Богданівська (вул. Старознесенська, 192)",49.848987,24.083217
4937,0204,Гайдучка (0204),вул. Богданівська (перехрестя з вул. С.Гайдучка),49.853359,24.077284
4938,0200,Авторинок (0200),вул. Богданівська 42,49.854843,24.076227
4939,0230,Ковельська (0230),"вул. Ковельська (вул. Пластова, 2)",49.859061,24.059070
4940,0228,Милятинська (0228),вул. Ковельська 41,49.857515,24.057266
4941,0274,Корейська (0274),вул. Новознесенська 67,49.855569,24.053627
4942,0289,Польова (0289),вул. Польова 42,49.856970,24.063558
4943,0231,Ковельська (0231),вул. Ковельська (навпроти № 63),49.859778,24.060125
4944,0236,Кукурудзяна (0236),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862363,24.060637
4945,0095,Кульпарківська (0095),вул. Городоцька 128,49.834526,23.989849
4946,0314,Три слони (0314),"Кільцева дорога, навпроти ТЦ""Три слони""",49.830035,23.905842
4947,0315,Епіцентр (0315),"вул. Городоцька,302",49.824453,23.910273
4948,0518,"Бойчука, Кіноцентр (0518)",вул. Княгині Ольги 55,49.812847,24.000707
4949,0524,Аркаса (0524),"вул. Княгині Ольги, 9",49.817564,24.003247
4950,0513,Шумського (0513),вул. Княгині Ольги 3,49.823743,24.007707
4951,0512,Горбачевського (0512),вул. Княгині Ольги 1,49.825823,24.009671
4952,0044,Сахарова (0044),вул. М. Коперника 41,49.832644,24.018586
4954,0470,Сахарова (0470),"вул. Академіка А. Сахарова (вул. Богуна, 12)",49.831550,24.016486
4955,0526,Горбачевського (0526),вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.826128,24.009306
4956,0515,Шумського (0515),вул. Княгині Ольги 32,49.823093,24.006742
4957,0525,Аркаса (0525),"вул. Княгині Ольги, 100-Л",49.817358,24.003038
4958,0521,"Бойчука, Кіноцентр (0521)",вул. Княгині Ольги 104,49.812249,23.999929
4959,0316,Епіцентр (0316),"вул. Городоцька, 302",49.824204,23.910241
4960,1071,"Брюховичі, Смолиста (1071)",вул. Незалежності України 45,49.895120,23.945949
4961,1067,"Брюховичі, Цвинтар (1067)",вул. Львівська,49.897392,23.963928
4962,1076,"Брюховичі, Січових Стрільців (1076)",вул. Січових Стрільців,49.917327,23.968143
4963,1074,"Брюховичі, Під Осовою (1074)",вул. Під Осовою 2,49.921944,23.982028
4964,1075,"Брюховичі, Січових Стрільців (1075)",вул. Січових Стрільців,49.917278,23.968359
4965,1073,"Брюховичі, Вокзал (1073)",вул. Незалежності України (перехрестя з вул. Курортна),49.904087,23.939914
4966,1072,"Брюховичі, Івасюка (1072)","вул. Незалежності України (вул. В. Івасюка, 1)",49.901789,23.941604
4968,0205,Богданівська (0205),вул. Глинянський Тракт 74,49.840193,24.085990
4970,0208,Глинянський Тракт (0208),вул. Глинянський Тракт 161,49.842016,24.100941
4971,0209,Провесінь (0209),вул. Глинянський Тракт 165,49.842314,24.103631
4972,0211,Глинянський Тракт (0211),вул. Глинянський Тракт (навпроти № 161),49.841932,24.100957
4974,0010,пл. Галицька (0010),площа Галицька 14,49.839261,24.032807
4975,0271,Майорівка (0271),"вул. Пасічна, 70",49.826370,24.073631
4976,0224,Дністерська (0224),вул. Зелена 131,49.817628,24.060000
4977,0223,Липова Алея (0223),вул. Зелена 113,49.822388,24.054396
4978,0222,Керченська (0222),вул. Зелена 107,49.823896,24.051647
4979,0221,Водогінна (0221),вул. Зелена 87,49.827017,24.044872
4980,0220,Львівводоканал (0220),вул. Зелена 77,49.829834,24.044466
4981,0218,Ш. Руставелі (0218),вул. Зелена 9,49.834208,24.036008
4982,0036,Саксаганського (0036),"вул. І. Франка (вул. П. Саксаганського, 13)",49.834104,24.034224
4983,0031,пл. Франка (0031),"вул. І. Франка, 66",49.830573,24.032114
4984,0020,Парк культури (0020),вул. Д. Вітовського (навпроти № 41),49.830242,24.023838
4985,0066,Карпінського (0066),вул. С. Бандери 26,49.834765,24.008855
4988,0266,Кордуби (0266),"вул. М. Кордуби, 2",49.850893,24.044572
4989,0560,Скорини (0560),"вул. Стрийська, 202",49.797718,24.016805
4990,0126,Залізнична РА (0126),"вул. Виговського, 29",49.823269,23.967555
4991,0554,Окружна (0554),вул. Окружна 56,49.826623,23.983524
4992,0275,Промислова (0275),"вул. Опришківська (вул. Б.Хмельницького, 102)",49.853321,24.041267
4993,0265,Кордуби (0265),вул. М. Кордуби,49.850851,24.044692
4995,0667,Тичини (0667),вул. П. Тичини 17,49.868747,24.034055
4996,0573,Міртова (0573),вул. А. Лінкольна (навпроти № 4А),49.864477,24.028044
4997,0059,Підвальна (0059),вул. Підвальна 13,49.842759,24.034941
4999,0354,Антонича (0354-01),вул. Б. Антонича 12,49.785195,24.069607
5000,0032,Стрийський ринок (0032),"вул. Франка, 81",49.829234,24.032193
5001,0705,Чорновола (0705),пр. В. Чорновола (перед перехрестям з вул. Ваговою),49.845410,24.025113
5002,0646,Торфяна (0646),вул. Замарстинівська 122,49.861364,24.026759
5003,0647,Торфяна (0647),вул. Замарстинівська 132,49.862178,24.026669
5004,0571,Міртова (0571),вул. А. Лінкольна 4А,49.864332,24.027904
5005,0666,Тичини (0666),вул. П. Тичини 14,49.868875,24.034111
5006,0663,Хвильового (0663),"вул. М. Хвильового (вул. Миколайчука, 65)",49.870428,24.042860
5007,0283,Лисинецька (0283),вул. Пасічна 90,49.818005,24.076560
5008,0216,Вашингтона (0216),"вул. Дж. Вашингтона (навпроти вул. Зелена, 147)",49.815984,24.062746
5009,0356,Лікарня №8 (0356),вул. В. Навроцького 21,49.811376,24.050741
5011,,Станція Скнилів (0085-01),вул. Авіаційна 2,49.822071,23.936310
5012,0086,Авіаційна (0086),вул. Авіаційна,49.824799,23.939402
5013,0355,Лікарня №8 (0355),вул. В. Навроцького 4,49.811232,24.050530
5014,0364,ТЦ Метро-2 (0364),вул. Дж. Вашингтона 8,49.814447,24.075320
5016,1118,"Рудне, В. Великого (1118)","вул. Володимира Великого, 8",49.835737,23.876097
5018,1107,Рудне. Лесі Українки (1107),вул. Л. Українки,49.839690,23.886978
5019,0104,Вільхова (0104),вул. Городоцька 293,49.828768,23.958376
5020,0101,Вівсяна (0101),вул. Городоцька 273,49.829875,23.964620
5021,0624,Школа №23 (0624),вул. Варшавська 126,49.865480,24.011159
5022,0097,Мотозавод (0097),вул. Городоцька 174,49.830500,23.966787
5023,0098,Вівсяна (0098),вул. Городоцька 210,49.829813,23.962947
5024,0099,Вільхова (0099),вул. Городоцька 222,49.828768,23.957276
5025,1108,"Рудне, Л. Українки (1108)",вул. Т. Шевченка (Рудно),49.839813,23.886874
5026,1184,Лисиничі Центр (1184),Лисиничі вул. Винниківська,49.835481,24.121616
5027,0212,Провесінь (0212),вул. Глинянський Тракт (навпроти № 165),49.842208,24.103014
5029,0402,Католицький університет (0402),вул. І. Франка 159,49.818226,24.025292
5030,0401,Карманського (0401),вул. І. Франка 145,49.820379,24.027484
5031,0033,Музей Франка (0033),вул. І. Франка 150,49.822238,24.032257
5032,0038,Карманського (0038),вул. І. Франка (навпроти № 145),49.820445,24.027356
5033,0132,Південний (0132),"вул. І. Виговського (вул. Щирецька, 36)",49.813547,23.976618
5034,0173,Петлюри (0173),вул. С. Петлюри 37,49.819781,23.980885
5035,0171,Садова (0171),вул. С. Петлюри 17,49.822107,23.979332
5036,0049,Бандери (0049),"вул. Митрополита Антонія Ангеловича,38",49.835616,24.005819
5037,0174,Садова (0174),вул. С. Петлюри 2А,49.821828,23.979388
5039,0172,Петлюри (0172),вул. С. Петлюри 30,49.819815,23.980696
5040,,Білогорща  (0090),вул. Білогорща 71,49.845690,23.929682
5041,,Лаврівського (0089),вул. Білогорща 57,49.844967,23.932509
5042,,"Народний дім ""Білогорща"" (0087)",вул. Білогорща 25,49.844379,23.937986
5043,,Гайовської (0093),вул. Білогорща (навпроти № 50),49.844742,23.945652
5044,,Роксоляни (0165),вул. Роксоляни (перехрестя з вул. Білогорща),49.843995,23.958357
5045,о (3,Гніздовського (0193),вул. Широка 68,49.841760,23.966659
5046,,Роксоляни (0164),"вул. Роксоляни (вул. Широка, 94)",49.843999,23.958526
5047,,Гайовської (0088),вул. Білогорща 50,49.844862,23.945531
5048,,Лаврівського (0092),вул. Білогорща 144,49.845095,23.932756
5049,,"Народний дім ""Білогорща"" (0091)",вул. Білогорща 118,49.844490,23.938169
5050,0021,Театр ляльок (0021),пл. Данила Галицького 1,49.844499,24.031624
5051,0029,Шухевича (0029),вул. І. Франка 7,49.837368,24.035021
5053,0406,Трильовського (0406),вул. К. Трильовського 21,49.783734,24.067279
5054,0081,Стрийський ринок (0081),"вул. Шота Руставелі (вул. Франка, 81, ринок)",49.829498,24.032335
5055,1001,"Винники, Забава (1001)","Винники, вул. Забава, 73",49.809072,24.120073
5056,1010,Винники. Козацька (1010),вул. Забава 21,49.802552,24.129780
5057,1012,"Винники, Шептицьких (1012)",вул. Забава 1А,49.802299,24.135230
5058,1014,Винники. Франка (1014),вул. І. Франка 81,49.808797,24.138154
5059,1008,"Винники, Галицька (1008)",вул. Галицька 57В,49.817430,24.144087
5060,1023,"Винники, Винниченка (1023)","вул. Івасюка, 8",49.819905,24.137295
5061,1019,Винниківське озеро (1019),вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820656,24.112464
5062,0259,Дріжджова (0259),вул. Личаківська 281,49.834173,24.087739
5063,0258,Бахматюка (0258),вул. Личаківська 259,49.835028,24.083378
5064,0257,Ялівець (0257),вул. Личаківська 223,49.835753,24.075353
5065,0254,Ялівець (0254),вул. Личаківська 162,49.835685,24.075599
5066,0261,Бахматюка (0261),вул. Личаківська (навпроти № 261),49.834765,24.084322
5067,0262,Дріжджова (0262),вул. Личаківська (навпроти № 283),49.833972,24.088157
5068,1018,Винниківське озеро (1018),вул. Личаківська (перехрестя з вул. Б. Хмельницького),49.820682,24.112582
5069,1017,"Винники, Івасюка (1017)",вул. Т. Шевченка (перехрестя з вул. Галицька),49.816323,24.135686
5070,1015,Винники. Франка (1015),вул. І. Франка 74А,49.808919,24.138148
5071,1013,"Винники, Шептицьких (1013)",вул. Забава 8А,49.802325,24.135689
5073,0668,Під Голоском (0668),вул. Під Голоском 21,49.870700,24.003377
5074,0743,Річка Зубра (0743),вул. Гната Хоткевича,49.796573,24.039197
5075,0360,Річка Зубра (0360),"вул. Г. Хоткевича,62",49.796471,24.039432
5076,0670,Варшавська (0670),вул. Під Голоском (навпроти № 3),49.867281,24.015099
5077,0669,Під Голоском (0669),вул. Під Голоском (навпроти № 25),49.870914,24.005259
5078,0522,Аквапарк (0522),вул. Княгині Ольги 108,49.807326,23.998641
5079,0381,Старий Сихів (0381),вул. Зелена 296,49.793054,24.074344
5082,0395,Пасіки Зубрицькі (0395),вул. Зелена (навпроти ТОВ Блюм Україна),49.780769,24.090148
5083,0396,Пасіки Зубрицькі (0396),вул. Зелена ТОВ Блюм Україна,49.781051,24.087144
5084,0389,Станція Сихів (0389),"вул. Зелена, 405",49.787928,24.075178
5086,0388,Старий Сихів (0388),вул. Зелена 367,49.792461,24.074408
5087,0387,Вулецька (0387),вул. Зелена 327,49.795613,24.073545
5088,0520,Аквапарк (0520),вул. Княгині Ольги 71,49.806540,23.999038
5089,0234,Кривчиці (0234),вул. Кривчицька Дорога 53,49.844255,24.073829
5090,0235,Шевченківський гай (0235),вул. Кривчицька Дорога 19А,49.842328,24.069033
5091,0277,Ніщинського (0277),вул. П. Ніщинського 28,49.839349,24.066673
5092,0572,Лінкольна (0572),вул. А. Лінкольна (навпроти № 45),49.866531,24.041691
5094,0639,Грінченка (0639),вул. Б. Грінченка 13,49.873341,24.050298
5095,0660,Миколайчука (0660),вул. І. Миколайчука,49.865712,24.044266
5096,0570,Лінкольна (0570),вул. А. Лінкольна 45,49.866687,24.041648
5097,0276,Ніщинського (0276),вул. П. Ніщинського 25,49.839685,24.066710
5098,0232,Шевченківський гай (0232),вул. Кривчицька Дорога 16,49.842369,24.069377
5099,0233,Кривчиці (0233),вул. Кривчицька Дорога 46,49.844089,24.073738
5100,0255,Пасічна (0255),"вул. Личаківська, 175",49.836187,24.067140
5101,1003,"Винники, Офтальмологічна поліклініка (1003)",вул. Галицька 12,49.817673,24.130574
5102,1009,Винники. Івасюка (1009),вул. Галицька (навпроти № 21),49.816745,24.137204
5105,1002,"Винники, Офтальмологічна поліклініка (1002)",вул. Галицька 1,49.817621,24.130488
5106,0490,Фабрика Левинського (0490),"вул. Генерала Чупринки, 55а",49.830225,24.007981
5107,0487,Київська (0487),вул. Генерала Чупринки 27,49.831969,24.011419
5108,0011,Львівська політехніка (0011),вул. Генрала Чупринки 4,49.834481,24.016210
5109,0012,Львівська політехніка (0012),"вул. Генрала Чупринки (вул. С. Бандери, 11)",49.834546,24.016457
5110,0592,Назарука (0592),вул. Б. Хмельницького 267,49.871019,24.058034
5111,0488,Київська (0488),"вул. Генерала Чупринки, 36",49.832436,24.012133
5112,0489,Фабрика Левинського (0489),вул. Генерала Чупринки 64,49.830720,24.008705
5113,0415,Станція Персенківка (0415),вул. Луганська,49.810033,24.030173
5115,0001,Дитяча залізниця (0001),"вул. Академіка А. Сахарова (вул. Стрийська, 76В)",49.820352,24.019064
5116,0471,Горбачевського (0471),вул. Академіка А.Сахарова 17,49.825847,24.010770
5117,0064,Львівська політехніка (0064),вул. С. Бандери 12,49.834758,24.015132
5118,0079,Кропивницького (0079),вул. Шептицьких 45,49.836446,24.005631
5119,0472,Горбачевського (0472),вул. Академіка А.Сахарова 56,49.825446,24.010786
5120,0473,Кредобанк (0473),вул. Академіка А.Сахарова 78,49.821556,24.016510
5121,0414,Станція Персенківка (0414),вул. Луганська,49.809791,24.030662
5122,0368,вул. Дунайська (0368),вул. Дністерська 16А,49.816631,24.050553
5123,0366,Дунайська (0366),вул. Дністерська 17,49.816622,24.050859
5124,0546,Симоненка (0546),вул. Наукова 112,49.805498,23.985906
5127,0664,Дитяча лікарня (0664),вул. П. Орлика 8,49.876284,24.038923
5128,0665,Дитяча лікарня (0665),вул. П. Орлика 8,49.876309,24.036509
5129,0153,Аеропорт (0153),вул. Любінська 168,49.812622,23.962319
5130,0154,Кричевського (0154),вул. Любінська 171,49.819258,23.965157
5133,0151,Кричевського (0151),вул. Любінська 160,49.818925,23.963541
5134,0155,Тустань (0155),вул. Любінська 168А,49.817773,23.959910
5135,0152,Старий термінал (0152),вул. Любінська 168,49.816841,23.955700
5136,0625,Школа №23  (0625),вул. Варшавська 155,49.865506,24.010899
5139,0062,пл. Різні (0062),"площа Різні (вул. Лазнева, 3)",49.845497,24.026086
5142,0574,Грінченка (0574),вул. Б. Грінченка 6,49.872029,24.052296
5143,0713,Музей Франка (0713),вул. І. Франка 125,49.822131,24.032507
5145,,Рясне 2 висадка (0655-01),"вул. І. Величковського, 2",49.875731,23.938213
5146,,Теодора (0069-01),"пл. Святого Теодора, 9",49.846894,24.026314
5148,0417,Максимовича (0417),вул. М. Максимовича 9,49.793589,24.021660
5149,0298,Рубчака (0298),вул. І. Рубчака 18,49.806189,24.011476
5151,,Зернова (0026),"вул. Зернова,11",49.846361,24.024991
5152,,Суботівська (0177-01),вул. Суботівська 12,49.847261,23.966160
5154,,Приміський вокзал-висадка (0111-01),"вул. Городоцька, 112",49.836374,23.997509
5155,0746,Протезний завод (0746),вул. Рудненська 10,49.836721,23.969475
5156,0237,Кукурудзяна (0237),вул. Кукурудзяна (перехрестя з вул. Ковельською),49.862496,24.060659
5157,,Три слони-висадка (0314-01),"Кільцева дорога, навпроти ТЦ ""Три слони""",49.830696,23.906373
5158,1060,"Брюховичі, Курортна (1060)",вул. Львівська 21,49.904525,23.960071
5159,0050,Дорошенка (0050),"вул. Дорошенка, 3",49.840237,24.027244
5160,0051,Дорошенка (0051),"вул. Дорошенка, 3",49.840181,24.027075
5161,0019,Парк культури (0019),вул. Д. Вітовського (вхід до парку),49.830253,24.023296
5162,0085,Станція Скнилів (0085),вул. Авіаційна 2,49.821859,23.936731
5164,1119,"Рудне, Народний дім (1119)",вул. Володимира Великого 9А,49.837360,23.872620
5167,1183,Лисиничі Центр (1183),Лисиничі вул. Винниківська,49.835385,24.121570
5168,1181,Лисиничі.Героїв Крут (1181),Лисиничі вул. Винниківська,49.834554,24.126427
5169,1182,Лисиничі.Героїв Крут (1182),Лисиничі вул. Винниківська,49.834317,24.126843
5170,1025,"Винники, Госпіталь (1025)","вул. Івасюка, (навпроти 31)",49.826378,24.135775
5171,0768,"""Три Корони"" (0768)",вул. Кульпарківська 172,49.813979,23.981459
5172,0767,Три Корони (0767),вул. Кульпарківська 174,49.813970,23.981115
5173,,Білогорща  (0090-01),вул. Білогорща 71,49.845850,23.929483
5174,0411,Коломийська - Трильовського (0411),вул. Коломийська (навпроти № 9),49.787758,24.066636
5175,,Трильовського (0406-01),"вул. К. Трильовського, 21",49.783599,24.067279
5177,0386,Сихівська (0386),вул. Зелена 313,49.796861,24.072585
5179,,Пульмонологічний центр (0390),"вул. Зелена,406",49.782854,24.096483
5181,0760,Дністерська (0760),вул. Дністерська 2,49.818161,24.057797
5182,0759,Дністерська (0759),вул. Дністерська 1,49.818116,24.057961
5183,0367,Лікарня №8 (0367),"вул. Дністерська, 22",49.814121,24.050928
5184,0326,Поліклініка №2 (0326),вул. В. Симоненка 3,49.809545,23.988369
5185,ї (2,Кульчицької (0772),"вул. Кульчицької, 1",49.817448,23.972667
5197,1180,Збиранка.Центр (1180),с. Збиранка,49.900635,24.018157
5198,0295,Голосківське цвинтар (0295),зі Львова,49.888282,24.020035
5199,,Голосківський цвинтар (49.888),Голосківський цвинтар (49.888),49.888453,24.019954
5200,1193,Малехів. Жовківська (1193),с. Малехів вул. Жовківська  до Львова,49.879814,24.061620
5201,1194,Малехів. Жовківська (1194),с. Малехів вул. Жовківська зі Львова,49.879890,24.061877
5202,,Грибовічі вул. Садова (1178),с. Грибовічі вул. Садова,49.901767,24.056202
5203,,Грибовічі вул. Садова (1177),с. Грибовічі вул. Садова,49.902337,24.056277
5204,1171,Великі Грибовичі  (1171),с. Великі Грибовичі  вул. Садова,49.911095,24.054002
5211,0052,Головна пошта (0052),"вул. П. Дорошенка, 43",49.836837,24.022009
5223,1077,"Брюховичі, Смолиста (1077)",вул. Смолиста (перехрестя з вул. Соснова),49.894755,23.946628
5248,0256,АС6 (0256),"вул. Личаківська, 195",49.835926,24.071064
5249,0048,Устияновича (0048),вул. М. Устияновича 5,49.836345,24.015968
5250,0071,Січових Стрільців (0071),вул. Січових Стрільців 17,49.839619,24.023291
5251,0041,Листопадового Чину (0041),вул. Листопадового Чину 10,49.840514,24.020579
5252,0781,Собор Святого Юра (0781),"вул. Митрополита Андрея, 2",49.836945,24.011532
5253,0078,Університет (0078),"вул. Університеська, 1",49.839989,24.022089
42728,0661,Миколайчука (0661),вул. І. Миколайчука,49.866654,24.044582
42729,0505,Сахарова (0505),"вул. І. Нечуя-Левицького ( Сахарова, 2)",49.832422,24.017771
42730,0678,Липинського (0678),вул. Промислова (перехрестя з вул. Городницькою),49.864230,24.044376
42732,0675,Фабрика Світанок (0675),"вул. Промислова, 52",49.861144,24.043815
42733,0674,Фабрика Світанок (0674),"вул. Промислова, 39",49.861989,24.043858
42734,0673,Трамвайне депо (0673),"вул. Промислова, 25",49.858304,24.042769
42735,0676,Трамвайне депо (0676),вул. Промислова (навпроти буд. 29),49.858021,24.042753
42736,0584,Остряниці (0584),"вул. Б. Хмельницького, 127",49.853426,24.038307
42737,0580,Остряниці (0580),"вул. Б. Хмельницького, 80",49.853173,24.036470
42738,0581,Підзамче (0581),"вул. Б. Хмельницького, 87",49.852392,24.033298
42739,0579,Підзамче (0579),"вул. Б. Хмельницького, 52",49.851868,24.032003
42743,0672,Промислова (0672),"вул. Промислова, 19",49.854078,24.040425
42744,0671,Промислова (0671),"вул. Промислова, 6",49.854663,24.040838
42747,0630,Гайдамацька (0630),"вул. Гайдамацька, 2-А",49.852013,24.029347
42748,0640,Палац Хоткевича (0640),"вул. Замарстинівська, 25",49.852271,24.027470
42749,0642,Палац Хоткевича (0642),"вул. Замарстинівська, 40",49.852290,24.027513
42751,0023,Під дубом (0023),"вул. Замарстинівська, 32",49.850227,24.026856
42752,0003,Старий ринок (0003),"вул. Хмельницького, 19",49.846517,24.028966
42753,0002,Старий ринок (0002),"вул. Б. Хмельницького, 12",49.846161,24.029181
42756,0061,пл. Ринок (0061),"пл. Ринок, 14",49.841463,24.032271
42757,0058,Руська (0058),"вул. Руська, 9",49.841944,24.034379
42758,0063,Руська (0063),"вул. Руська, 20",49.841989,24.034819
42759,0286,Пасічна (0286),"вул. Пасічна, 3",49.835251,24.068070
42760,,Б. Котика (0251),"вул. Личаківська, 141",49.837419,24.059672
42761,,Б. Котика (0248),"вул. Личаківська, 112",49.837252,24.060026
42762,0247,Мечнікова (0247),"вул. Личаківська, 107",49.838699,24.054383
42763,,Мечникова (0250),,49.838460,24.055574
42765,0074,пл. Соборна (0074),"пл. Соборна, 10",49.838124,24.034926
42766,0035,Саксаганського (0035),"вул. Франка (вул. Зелена, 2)",49.834422,24.034339
42767,0034,пл. Франка (0034),"пл. Франка, 70",49.830161,24.031407
42768,0037,Стрийський парк (0037),"вул. Франка, 108",49.826813,24.034122
42769,0028,Стрийський парк (0028),"вул. Іларіона Свєніцкого, 5",49.826861,24.034167
42771,0043,Головна пошта (0043),"вул. Коперника, 40",49.836443,24.022341
42772,0027,Сахарова (0027),"вул. І. Нечуя-Левицького, 8",49.832645,24.017127
42773,0467,Сахарова (0467),"вул. Сахарова, 8",49.831941,24.017293
42774,0466,Сахарова (0466),"вул. Сахарова, 6",49.832041,24.017710
42775,0555,Бандери (0555),"вул. Русових (вул. С. Бандери, 69)",49.834538,24.007375
42776,0527,Київська (0527),"вул. І. Котляревського (вул. Генерала Т. Чупринки, 21)",49.832266,24.012486
42777,0511,Київська (0511),"вул. Київська, 1",49.832429,24.011806
42778,0465,Мельника (0465),"вул. Мельника, 21",49.829983,24.005191
42779,0499,Мельника (0499),"вул. Коновальця, 51",49.830664,24.003244
42780,0469,Горбачевського (0469),"вул. Сахарова, 50",49.827401,24.011291
42781,0468,Горбачевського (0468),"вул. Сахарова, 50",49.827162,24.011103
42782,0293,Шумського (0293),"вул. Княгині Ольги (вул. Котка, 4)",49.822662,24.006605
42783,0294,Шумського (0294),"вул. Княгині Ольги, 5а",49.822515,24.006640
42784,0517,"Бойчука, Кіноцентр (0517)","вул. Княгині Ольги, 49",49.813021,24.000468
42785,0516,"Бойчука, Кіноцентр (0516)","вул. Княгині Ольги, 42",49.813637,24.000884
42786,,Аквапарк-висадка (0519-01),"вул. Княгині Ольги, 69",49.807125,23.998851
42787,0519,Аквапарк (0519),"вул. Княгині Ольги, 69",49.807142,23.999028
42788,0501,Залізняка (0501),"вул. Коновальця, 85",49.828415,23.999704
42789,0500,Залізняка (0500),"вул. Коновальця, 74",49.828962,24.000433
42790,0502,Гординських (0502),"вул. Коновальця, 97",49.826983,23.997349
42791,0504,"Коновальця, музей Труша (0504)","вул. Коновальця, 111",49.824384,23.993207
42793,0679,Церква Анни (0679),"вул. Т.  Шевченка, 4",49.842771,24.018120
42794,0703,Татарбунарська (0703),"вул. Татарбунарська (вул. Т. Шевченка, 154)",49.853860,23.986689
42800,0503,Гординських (0503),"вул. Коновальця, 100",49.826692,23.996925
42803,,Тролейбусне депо (0569),"вул. Тролейбусна, 4",49.807928,24.007460
42804,0299,Рубчака (0299),"вул. І. Рубчака, 7",49.806020,24.012230
42805,0509,Боднарівка (0509),"вул. І. Рубчака (вул. Стрийська, 144)",49.805318,24.018216
42806,0510,Тобілевича (0510),"вул. Тобілевича, 12",49.835948,24.003140
42807,0375,Автостанція №5 (0375),"вул. Зелена, 214",49.807537,24.061405
42808,0391,Пасіки Зубрицькі (0391),"вул. Зелена, 408",49.780000,24.090046
42810,0384,Станція Сихів (0384),"вул. Зелена, 308",49.786060,24.076045
42811,0382,Сихівська (0382),"вул. Зелена, 301",49.798154,24.071753
42813,0708,пл. І. Підкови (0708),"пр. Свободи, школа №62",49.841463,24.028183
43634,0073,Академія мистецтв (0073),вул. Снопківська (навпроти № 47),49.824759,24.036965
43637,0792,Стадіон Україна (0792),"вул. Стуса, 49",49.818801,24.042420
43638,0793,Стадіон Україна (0793),"вул. Стуса, 23",49.818604,24.042791
44075,0285,Пасічна (0285),вул. Пасічна (навпроти № 11),49.834171,24.067872
44076,0776,Тунельна (0776),"вул. Тунельна, 18",49.862582,24.003930
44077,0775,Тунельна (0775),"вул. Тунельна (вул. Зимова, 42)",49.862629,24.003660
44085,,Насінна (0774),"вул. Кульчицької, 16-А",49.818249,23.976493
44086,,Насінна (0773),"вул. Кульчицької, 3",49.818581,23.976988
44098,,"Винники, Стадіон (1030)","Винники, вул.І. Франка, 110",49.805720,24.137092
44099,,Винники вул.Стуса (1031),"Винники вул.Стуса, 2",49.813633,24.135198
44100,1004,"Винники, Івасюка (1004)",вул. Галицька 21,49.816908,24.136759
44101,1186,"Лисиничі, Івасюка (1186)",с. Лисиничі,49.838076,24.120542
44102,1185,"Лисиничі, Івасюка (1185)",с. Лисиничі,49.837875,24.120349
44104,0751,Дубова (0751),"вул. Тракт Глинянський, 42",49.838676,24.081168
44159,0547,Вікторія Гарденс (0547),"вул. Ряшівська (Кульпарківська, 226-А (ТРЦ ""Вікторія Гарденс""))",49.805607,23.979791
44162,0739,Голоско (0739),"вул. Варшавська (навпроти Ф. Сеньковича, 40)",49.869290,24.018087
44163,1024,"Винники, Госпіталь (1024)","вулиця Івасюка, 31, Винники, Львівська область, Украина",49.826646,24.135430
44165,1020,Винники. Винна Гора (1020),"вул. Винна Гора, 10",49.823615,24.136920
44167,0303,"Чукаріна, Школа (0303)","вул. Чукаріна, 12",49.798308,24.042757
44168,0322,Данилюка (0322),"вул. Г. Хоткевича, 68",49.798144,24.039159
44169,0310,Хоткевича (0310),вул. Г. Хоткевича 34,49.794543,24.043525
44172,0302,"Чукаріна, Школа (0302)","вул. Чукаріна, 1",49.798362,24.042408
44174,0791,Центр Довженка (0791),просп. Червоної Калини (навпроти буд. 81),49.794944,24.056126
44175,0790,Центр Довженка (0790),"пр. Червоної Калини, 81",49.795038,24.056196
44176,0783,Дитяча поліклініка (0783),"пр. Червоної Калини, 59",49.797043,24.052334
44177,0782,Дитяча поліклініка (0782),"пр. Червоної Калини, 46",49.797228,24.051822
44178,0324,Шувар (0324),"просп. Червоної Калини, 36 (проїзд між №36 та №40)",49.798218,24.049450
44179,0795,Шувар (0795),"пр. Червоної Калини, 36",49.799581,24.047769
44219,0004,Академія мистецтв (0004),"вул. Свенціцького, 15",49.825512,24.035667
44226,0433-01,Автовокзал (0433-01),"вул. Стрийська, 109",49.787353,24.017175
44229,0393,Сихівський цвинтар (0393),"вул. Зелена,420",49.772404,24.101695
44234,0736,Коледж телекомунікацій (0736),"вул. В. Великого, 27",49.809590,24.008761
44235,0306,Курмановича (0306),вул. Авіаційна (під мостом),49.826529,23.941741
44236,0711,Енергетична (0711),"вул. П. Мирного (вул. Енергетична, 18)",49.815644,24.030544
44237,,Енергетична (712),"вул. Енергетична, 12",49.815603,24.030082
